orden_id,cliente_id,tienda_id,vendedor_id,fecha_orden,estado_orden,metodo_pago,moneda,total_bruto,descuento_total,impuesto_total,total_neto
10660,18,1,2,2024-01-17,COMPLETADA,Tarjeta,PEN,14800.0,1900.0,2322.0,15222.0
10611,15,4,1,2024-01-17,COMPLETADA,Efectivo,PEN,6400.0,320.0,1094.4,7174.4
10087,46,1,2,2024-01-17,COMPLETADA,Tarjeta,PEN,2880.0,360.0,453.6,2973.6
10711,78,1,2,2024-01-19,COMPLETADA,Efectivo,PEN,420.0,0.0,75.6,495.6
10792,79,2,4,2024-01-19,COMPLETADA,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10620,21,3,9,2024-01-22,COMPLETADA,Yape/Plin,PEN,4200.0,210.0,718.2,4708.2
10137,51,3,7,2024-01-23,COMPLETADA,Tarjeta,PEN,2400.0,360.0,367.2,2407.2
10521,30,5,12,2024-01-23,COMPLETADA,Yape/Plin,PEN,9400.0,1060.0,1501.2,9841.2
10399,36,5,3,2024-01-23,COMPLETADA,Efectivo,PEN,480.0,72.0,73.44,481.44
10036,51,3,7,2024-01-23,COMPLETADA,Tarjeta,PEN,7500.0,175.0,1318.5,8643.5
10378,24,1,2,2024-01-23,COMPLETADA,Efectivo,PEN,2350.0,235.0,380.7,2495.7
10410,43,2,5,2024-01-24,COMPLETADA,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10482,80,1,2,2024-01-25,PENDIENTE,Transferencia,PEN,13400.0,585.0,2306.7,15121.7
10669,76,3,8,2024-01-25,COMPLETADA,Efectivo,PEN,4800.0,240.0,820.8,5380.8
10723,30,3,8,2024-01-25,COMPLETADA,Tarjeta,PEN,8900.0,320.0,1544.4,10124.4
10833,76,4,11,2024-01-25,COMPLETADA,Tarjeta,PEN,480.0,0.0,86.4,566.4
10526,52,4,1,2024-01-26,PENDIENTE,Yape/Plin,PEN,12600.0,630.0,2154.6,14124.6
10743,78,1,2,2024-01-27,PENDIENTE,Transferencia,PEN,3900.0,390.0,631.8,4141.8
10247,27,2,6,2024-01-27,PENDIENTE,Efectivo,PEN,5400.0,590.0,865.8,5675.8
10473,37,4,1,2024-01-28,COMPLETADA,Tarjeta,PEN,6100.0,305.0,1043.1,6838.1
10830,31,3,7,2024-01-29,COMPLETADA,Tarjeta,PEN,840.0,42.0,143.64,941.64
10547,12,2,6,2024-01-30,PENDIENTE,Yape/Plin,PEN,8400.0,1260.0,1285.2,8425.2
10557,13,1,2,2024-01-31,COMPLETADA,Tarjeta,PEN,6080.0,552.0,995.04,6523.04
10867,42,2,5,2024-01-31,COMPLETADA,Transferencia,PEN,3500.0,0.0,630.0,4130.0
10094,19,5,12,2024-02-01,COMPLETADA,Tarjeta,PEN,2400.0,360.0,367.2,2407.2
10865,16,3,8,2024-02-02,COMPLETADA,Tarjeta,PEN,4400.0,0.0,792.0,5192.0
10095,78,2,10,2024-02-03,PENDIENTE,Yape/Plin,PEN,550.0,82.5,84.15,551.65
10475,44,1,2,2024-02-03,COMPLETADA,Transferencia,PEN,7100.0,320.0,1220.4,8000.4
10491,25,1,2,2024-02-06,COMPLETADA,Tarjeta,PEN,12700.0,220.0,2246.4,14726.4
10434,19,1,2,2024-02-07,COMPLETADA,Tarjeta,PEN,9600.0,0.0,1728.0,11328.0
10492,44,1,2,2024-02-07,COMPLETADA,Tarjeta,PEN,3600.0,540.0,550.8,3610.8
10469,73,4,11,2024-02-08,COMPLETADA,Efectivo,PEN,3230.0,292.0,528.84,3466.84
10335,74,2,4,2024-02-10,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10311,42,4,1,2024-02-10,COMPLETADA,Yape/Plin,PEN,8400.0,420.0,1436.4,9416.4
10017,56,3,9,2024-02-10,COMPLETADA,Tarjeta,PEN,3900.0,0.0,702.0,4602.0
10224,28,3,7,2024-02-11,COMPLETADA,Transferencia,PEN,12020.0,202.0,2127.24,13945.24
10691,60,5,12,2024-02-12,COMPLETADA,Efectivo,PEN,4800.0,240.0,820.8,5380.8
10403,41,5,3,2024-02-12,COMPLETADA,Transferencia,PEN,9600.0,1440.0,1468.8,9628.8
10384,75,4,1,2024-02-13,COMPLETADA,Tarjeta,PEN,3500.0,525.0,535.5,3510.5
10535,39,5,12,2024-02-13,COMPLETADA,Efectivo,PEN,420.0,21.0,71.82,470.82
10028,41,4,11,2024-02-14,COMPLETADA,Transferencia,PEN,420.0,63.0,64.26,421.26
10062,29,4,1,2024-02-16,COMPLETADA,Yape/Plin,PEN,6880.0,640.0,1123.2,7363.2
10667,36,4,11,2024-02-18,COMPLETADA,Efectivo,PEN,1100.0,0.0,198.0,1298.0
10281,15,4,11,2024-02-19,COMPLETADA,Yape/Plin,PEN,480.0,0.0,86.4,566.4
10405,71,4,11,2024-02-20,COMPLETADA,Efectivo,PEN,4380.0,585.0,683.1,4478.1
10022,27,3,9,2024-02-22,COMPLETADA,Yape/Plin,PEN,3500.0,525.0,535.5,3510.5
10273,20,2,5,2024-02-25,COMPLETADA,Efectivo,PEN,960.0,96.0,155.52,1019.52
10009,71,3,9,2024-02-25,PENDIENTE,Efectivo,PEN,420.0,42.0,68.04,446.04
10829,48,4,1,2024-02-25,COMPLETADA,Tarjeta,PEN,7800.0,390.0,1333.8,8743.8
10232,61,5,12,2024-02-29,COMPLETADA,Transferencia,PEN,8350.0,420.0,1427.4,9357.4
10210,32,1,2,2024-02-29,COMPLETADA,Tarjeta,PEN,480.0,0.0,86.4,566.4
10192,73,3,9,2024-03-01,COMPLETADA,Transferencia,PEN,2200.0,110.0,376.2,2466.2
10138,9,4,1,2024-03-02,COMPLETADA,Transferencia,PEN,12000.0,1200.0,1944.0,12744.0
10463,48,5,3,2024-03-04,COMPLETADA,Yape/Plin,PEN,4400.0,0.0,792.0,5192.0
10100,40,4,11,2024-03-08,COMPLETADA,Efectivo,PEN,2130.0,72.0,370.44,2428.44
10818,15,5,12,2024-03-09,PENDIENTE,Yape/Plin,PEN,7200.0,0.0,1296.0,8496.0
10046,71,2,5,2024-03-11,COMPLETADA,Transferencia,PEN,960.0,144.0,146.88,962.88
10724,25,1,2,2024-03-12,PENDIENTE,Transferencia,PEN,3900.0,0.0,702.0,4602.0
10731,53,1,2,2024-03-13,COMPLETADA,Transferencia,PEN,9600.0,480.0,1641.6,10761.6
10452,40,5,12,2024-03-13,COMPLETADA,Tarjeta,PEN,7000.0,0.0,1260.0,8260.0
10380,70,4,1,2024-03-14,COMPLETADA,Yape/Plin,PEN,1810.0,55.0,315.9,2070.9
10207,3,5,3,2024-03-15,COMPLETADA,Transferencia,PEN,840.0,84.0,136.08,892.08
10243,44,2,10,2024-03-16,COMPLETADA,Tarjeta,PEN,550.0,82.5,84.15,551.65
10051,11,3,9,2024-03-16,COMPLETADA,Transferencia,PEN,3900.0,195.0,666.9,4371.9
10030,61,3,8,2024-03-17,COMPLETADA,Efectivo,PEN,6600.0,540.0,1090.8,7150.8
10354,71,2,10,2024-03-18,COMPLETADA,Transferencia,PEN,4880.0,0.0,878.4,5758.4
10070,12,5,12,2024-03-19,COMPLETADA,Tarjeta,PEN,3900.0,195.0,666.9,4371.9
10170,47,3,7,2024-03-19,COMPLETADA,Efectivo,PEN,1800.0,0.0,324.0,2124.0
10721,8,2,6,2024-03-22,COMPLETADA,Transferencia,PEN,1800.0,0.0,324.0,2124.0
10490,59,3,9,2024-03-23,COMPLETADA,Tarjeta,PEN,9000.0,400.0,1548.0,10148.0
10661,10,5,3,2024-03-24,ANULADA,Efectivo,PEN,8000.0,240.0,1396.8,9156.8
10797,14,2,4,2024-03-30,COMPLETADA,Transferencia,PEN,7000.0,0.0,1260.0,8260.0
10191,57,1,2,2024-03-30,COMPLETADA,Yape/Plin,PEN,10300.0,0.0,1854.0,12154.0
10449,43,4,1,2024-03-30,COMPLETADA,Yape/Plin,PEN,2200.0,0.0,396.0,2596.0
10838,10,2,10,2024-04-01,COMPLETADA,Efectivo,PEN,11530.0,1156.5,1867.23,12240.73
10658,51,1,2,2024-04-01,COMPLETADA,Yape/Plin,PEN,13800.0,690.0,2359.8,15469.8
10349,71,3,9,2024-04-02,COMPLETADA,Yape/Plin,PEN,2200.0,0.0,396.0,2596.0
10749,43,2,4,2024-04-02,COMPLETADA,Efectivo,PEN,14500.0,210.0,2572.2,16862.2
10136,66,4,1,2024-04-03,COMPLETADA,Efectivo,PEN,420.0,21.0,71.82,470.82
10059,68,2,10,2024-04-03,COMPLETADA,Yape/Plin,PEN,2200.0,330.0,336.6,2206.6
10773,68,3,9,2024-04-07,COMPLETADA,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10566,27,3,8,2024-04-12,COMPLETADA,Yape/Plin,PEN,2200.0,220.0,356.4,2336.4
10303,79,5,3,2024-04-14,COMPLETADA,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10672,8,5,3,2024-04-14,COMPLETADA,Efectivo,PEN,7800.0,0.0,1404.0,9204.0
10874,72,3,9,2024-04-15,COMPLETADA,Tarjeta,PEN,3200.0,320.0,518.4,3398.4
10092,11,3,9,2024-04-15,COMPLETADA,Efectivo,PEN,3680.0,184.0,629.28,4125.28
10880,4,2,4,2024-04-15,COMPLETADA,Transferencia,PEN,4800.0,480.0,777.6,5097.6
10854,64,5,3,2024-04-16,COMPLETADA,Tarjeta,PEN,5000.0,320.0,842.4,5522.4
10317,38,3,9,2024-04-18,COMPLETADA,Efectivo,PEN,420.0,63.0,64.26,421.26
10602,42,2,4,2024-04-18,COMPLETADA,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10495,15,4,1,2024-04-18,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10748,56,1,2,2024-04-18,ANULADA,Yape/Plin,PEN,7900.0,660.0,1303.2,8543.2
10811,70,3,9,2024-04-18,COMPLETADA,Transferencia,PEN,7800.0,0.0,1404.0,9204.0
10453,50,1,2,2024-04-18,COMPLETADA,Transferencia,PEN,7400.0,195.0,1296.9,8501.9
10001,56,3,9,2024-04-18,ANULADA,Efectivo,PEN,3680.0,232.0,620.64,4068.64
10255,73,1,2,2024-04-18,COMPLETADA,Yape/Plin,PEN,5400.0,330.0,912.6,5982.6
10041,30,4,1,2024-04-20,COMPLETADA,Yape/Plin,PEN,7650.0,180.0,1344.6,8814.6
10739,22,1,2,2024-04-21,COMPLETADA,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10842,11,2,4,2024-04-21,ANULADA,Efectivo,PEN,5000.0,570.0,797.4,5227.4
10561,73,4,11,2024-04-22,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10585,21,2,5,2024-04-23,COMPLETADA,Efectivo,PEN,5900.0,525.0,967.5,6342.5
10882,7,3,7,2024-04-23,COMPLETADA,Efectivo,PEN,960.0,144.0,146.88,962.88
10236,68,3,7,2024-04-23,COMPLETADA,Efectivo,PEN,2400.0,0.0,432.0,2832.0
10483,24,3,8,2024-04-23,COMPLETADA,Tarjeta,PEN,5400.0,110.0,952.2,6242.2
10786,25,3,7,2024-04-23,COMPLETADA,Efectivo,PEN,1860.0,114.0,314.28,2060.28
10501,20,4,11,2024-04-25,COMPLETADA,Tarjeta,PEN,2400.0,240.0,388.8,2548.8
10409,7,2,5,2024-04-25,COMPLETADA,Yape/Plin,PEN,550.0,55.0,89.1,584.1
10383,31,4,11,2024-04-25,COMPLETADA,Yape/Plin,PEN,6400.0,0.0,1152.0,7552.0
10852,23,4,11,2024-04-26,COMPLETADA,Transferencia,PEN,3200.0,320.0,518.4,3398.4
10761,11,1,2,2024-04-29,COMPLETADA,Transferencia,PEN,11700.0,1170.0,1895.4,12425.4
10212,4,3,8,2024-04-30,COMPLETADA,Tarjeta,PEN,3900.0,390.0,631.8,4141.8
10759,66,3,9,2024-04-30,COMPLETADA,Transferencia,PEN,5000.0,90.0,883.8,5793.8
10283,37,1,2,2024-04-30,COMPLETADA,Transferencia,PEN,6000.0,420.0,1004.4,6584.4
10787,54,4,11,2024-05-01,COMPLETADA,Transferencia,PEN,3200.0,320.0,518.4,3398.4
10641,78,4,1,2024-05-01,COMPLETADA,Yape/Plin,PEN,480.0,24.0,82.08,538.08
10489,73,5,12,2024-05-04,COMPLETADA,Yape/Plin,PEN,550.0,27.5,94.05,616.55
10627,26,4,11,2024-05-05,COMPLETADA,Tarjeta,PEN,3500.0,525.0,535.5,3510.5
10555,30,4,11,2024-05-05,COMPLETADA,Yape/Plin,PEN,10400.0,1200.0,1656.0,10856.0
10280,47,1,2,2024-05-06,COMPLETADA,Yape/Plin,PEN,4320.0,0.0,777.6,5097.6
10662,60,3,7,2024-05-07,COMPLETADA,Transferencia,PEN,4600.0,330.0,768.6,5038.6
10016,60,3,9,2024-05-07,COMPLETADA,Yape/Plin,PEN,3500.0,525.0,535.5,3510.5
10368,31,3,9,2024-05-08,COMPLETADA,Tarjeta,PEN,3200.0,0.0,576.0,3776.0
10252,6,4,1,2024-05-09,PENDIENTE,Efectivo,PEN,960.0,48.0,164.16,1076.16
10075,68,1,2,2024-05-10,COMPLETADA,Tarjeta,PEN,1440.0,72.0,246.24,1614.24
10676,40,5,12,2024-05-10,COMPLETADA,Yape/Plin,PEN,8400.0,0.0,1512.0,9912.0
10227,12,3,7,2024-05-11,COMPLETADA,Efectivo,PEN,3900.0,390.0,631.8,4141.8
10640,66,5,3,2024-05-12,COMPLETADA,Efectivo,PEN,960.0,48.0,164.16,1076.16
10703,27,3,8,2024-05-13,COMPLETADA,Efectivo,PEN,7800.0,1170.0,1193.4,7823.4
10788,15,1,2,2024-05-14,COMPLETADA,Yape/Plin,PEN,1800.0,90.0,307.8,2017.8
10595,12,3,9,2024-05-15,COMPLETADA,Transferencia,PEN,2400.0,0.0,432.0,2832.0
10221,51,1,2,2024-05-16,COMPLETADA,Transferencia,PEN,4400.0,440.0,712.8,4672.8
10327,60,5,3,2024-05-17,COMPLETADA,Tarjeta,PEN,8280.0,0.0,1490.4,9770.4
10768,78,5,3,2024-05-17,COMPLETADA,Yape/Plin,PEN,3900.0,585.0,596.7,3911.7
10080,33,1,2,2024-05-21,COMPLETADA,Tarjeta,PEN,4750.0,82.5,840.15,5507.65
10699,20,3,9,2024-05-22,COMPLETADA,Efectivo,PEN,5550.0,215.0,960.3,6295.3
10169,35,3,8,2024-05-22,COMPLETADA,Tarjeta,PEN,2200.0,220.0,356.4,2336.4
10824,11,2,4,2024-05-24,COMPLETADA,Efectivo,PEN,480.0,0.0,86.4,566.4
10499,35,5,12,2024-05-26,COMPLETADA,Transferencia,PEN,1860.0,135.0,310.5,2035.5
10455,79,3,8,2024-05-27,COMPLETADA,Yape/Plin,PEN,5900.0,175.0,1030.5,6755.5
10505,28,5,12,2024-05-28,COMPLETADA,Yape/Plin,PEN,1800.0,90.0,307.8,2017.8
10580,47,4,11,2024-05-28,COMPLETADA,Tarjeta,PEN,8220.0,0.0,1479.6,9699.6
10152,3,3,9,2024-05-29,PENDIENTE,Efectivo,PEN,1800.0,180.0,291.6,1911.6
10081,56,1,2,2024-05-30,COMPLETADA,Yape/Plin,PEN,7520.0,0.0,1353.6,8873.6
10632,52,4,1,2024-05-30,ANULADA,Efectivo,PEN,8200.0,90.0,1459.8,9569.8
10572,39,4,11,2024-06-03,COMPLETADA,Tarjeta,PEN,8600.0,330.0,1488.6,9758.6
10597,72,4,1,2024-06-03,COMPLETADA,Tarjeta,PEN,420.0,0.0,75.6,495.6
10133,59,5,12,2024-06-05,COMPLETADA,Efectivo,PEN,9600.0,270.0,1679.4,11009.4
10102,39,2,5,2024-06-05,COMPLETADA,Transferencia,PEN,8400.0,0.0,1512.0,9912.0
10447,25,3,8,2024-06-06,COMPLETADA,Yape/Plin,PEN,1510.0,144.0,245.88,1611.88
10141,36,2,4,2024-06-07,COMPLETADA,Efectivo,PEN,2220.0,180.0,367.2,2407.2
10237,56,4,11,2024-06-10,COMPLETADA,Yape/Plin,PEN,7800.0,780.0,1263.6,8283.6
10458,62,4,1,2024-06-11,COMPLETADA,Efectivo,PEN,5600.0,0.0,1008.0,6608.0
10309,54,5,12,2024-06-12,COMPLETADA,Transferencia,PEN,14100.0,1755.0,2222.1,14567.1
10524,31,1,2,2024-06-14,PENDIENTE,Transferencia,PEN,2400.0,360.0,367.2,2407.2
10605,50,4,11,2024-06-15,COMPLETADA,Transferencia,PEN,7000.0,350.0,1197.0,7847.0
10279,52,1,2,2024-06-17,COMPLETADA,Transferencia,PEN,420.0,0.0,75.6,495.6
10847,26,3,8,2024-06-17,COMPLETADA,Transferencia,PEN,15100.0,2265.0,2310.3,15145.3
10176,79,1,2,2024-06-19,PENDIENTE,Yape/Plin,PEN,4170.0,145.5,724.41,4748.91
10497,48,5,3,2024-06-21,COMPLETADA,Tarjeta,PEN,3900.0,0.0,702.0,4602.0
10189,59,5,12,2024-06-21,COMPLETADA,Tarjeta,PEN,4400.0,220.0,752.4,4932.4
10736,63,1,2,2024-06-21,COMPLETADA,Efectivo,PEN,2200.0,0.0,396.0,2596.0
10033,23,1,2,2024-06-23,COMPLETADA,Transferencia,PEN,3900.0,390.0,631.8,4141.8
10774,41,4,1,2024-06-23,COMPLETADA,Efectivo,PEN,480.0,72.0,73.44,481.44
10628,11,3,8,2024-06-24,COMPLETADA,Efectivo,PEN,1800.0,270.0,275.4,1805.4
10104,80,5,12,2024-06-24,COMPLETADA,Tarjeta,PEN,970.0,63.0,163.26,1070.26
10065,80,4,11,2024-06-24,COMPLETADA,Tarjeta,PEN,3900.0,0.0,702.0,4602.0
10256,36,4,1,2024-06-25,COMPLETADA,Efectivo,PEN,2400.0,0.0,432.0,2832.0
10869,26,3,8,2024-06-26,COMPLETADA,Yape/Plin,PEN,5400.0,540.0,874.8,5734.8
10622,26,2,10,2024-06-26,COMPLETADA,Efectivo,PEN,13700.0,510.0,2374.2,15564.2
10683,44,5,3,2024-06-27,COMPLETADA,Tarjeta,PEN,4400.0,0.0,792.0,5192.0
10446,15,3,7,2024-06-28,COMPLETADA,Tarjeta,PEN,840.0,126.0,128.52,842.52
10442,25,3,8,2024-06-28,ANULADA,Efectivo,PEN,8380.0,886.0,1348.92,8842.92
10737,48,2,5,2024-06-29,COMPLETADA,Transferencia,PEN,550.0,0.0,99.0,649.0
10068,64,4,11,2024-06-30,COMPLETADA,Yape/Plin,PEN,2880.0,264.0,470.88,3086.88
10215,5,5,12,2024-07-02,COMPLETADA,Transferencia,PEN,2400.0,0.0,432.0,2832.0
10519,37,1,2,2024-07-02,COMPLETADA,Tarjeta,PEN,8440.0,1050.0,1330.2,8720.2
10601,54,1,2,2024-07-03,COMPLETADA,Tarjeta,PEN,2620.0,330.0,412.2,2702.2
10600,22,5,12,2024-07-03,COMPLETADA,Transferencia,PEN,420.0,63.0,64.26,421.26
10550,46,4,11,2024-07-04,COMPLETADA,Transferencia,PEN,2400.0,0.0,432.0,2832.0
10270,38,1,2,2024-07-04,COMPLETADA,Yape/Plin,PEN,8880.0,420.0,1522.8,9982.8
10337,80,5,12,2024-07-05,COMPLETADA,Yape/Plin,PEN,6250.0,270.0,1076.4,7056.4
10419,41,2,4,2024-07-07,COMPLETADA,Efectivo,PEN,9600.0,585.0,1622.7,10637.7
10738,26,1,2,2024-07-09,COMPLETADA,Transferencia,PEN,3200.0,480.0,489.6,3209.6
10306,23,5,3,2024-07-10,COMPLETADA,Efectivo,PEN,2200.0,330.0,336.6,2206.6
10167,56,4,11,2024-07-10,COMPLETADA,Tarjeta,PEN,550.0,27.5,94.05,616.55
10259,57,2,10,2024-07-11,COMPLETADA,Yape/Plin,PEN,4680.0,702.0,716.04,4694.04
10809,9,2,4,2024-07-11,COMPLETADA,Efectivo,PEN,4230.0,55.0,751.5,4926.5
10831,71,2,4,2024-07-11,COMPLETADA,Tarjeta,PEN,7820.0,391.0,1337.22,8766.22
10553,9,4,11,2024-07-12,COMPLETADA,Efectivo,PEN,6700.0,350.0,1143.0,7493.0
10118,3,4,11,2024-07-14,COMPLETADA,Efectivo,PEN,14800.0,640.0,2548.8,16708.8
10407,42,3,9,2024-07-14,COMPLETADA,Yape/Plin,PEN,2400.0,240.0,388.8,2548.8
10008,28,4,11,2024-07-15,COMPLETADA,Yape/Plin,PEN,7900.0,420.0,1346.4,8826.4
10647,80,5,3,2024-07-16,PENDIENTE,Transferencia,PEN,4620.0,630.0,718.2,4708.2
10079,48,5,12,2024-07-17,COMPLETADA,Yape/Plin,PEN,12000.0,1170.0,1949.4,12779.4
10891,38,2,10,2024-07-17,COMPLETADA,Yape/Plin,PEN,3500.0,0.0,630.0,4130.0
10406,72,5,3,2024-07-19,COMPLETADA,Yape/Plin,PEN,2950.0,267.5,482.85,3165.35
10855,61,1,2,2024-07-19,PENDIENTE,Efectivo,PEN,3200.0,160.0,547.2,3587.2
10701,9,4,11,2024-07-22,COMPLETADA,Yape/Plin,PEN,4050.0,257.5,682.65,4475.15
10173,76,5,3,2024-07-23,COMPLETADA,Tarjeta,PEN,14500.0,360.0,2545.2,16685.2
10217,38,5,12,2024-07-24,COMPLETADA,Transferencia,PEN,11700.0,0.0,2106.0,13806.0
10567,64,1,2,2024-07-25,COMPLETADA,Tarjeta,PEN,3900.0,0.0,702.0,4602.0
10235,17,3,9,2024-07-25,COMPLETADA,Yape/Plin,PEN,480.0,0.0,86.4,566.4
10506,43,2,4,2024-07-26,COMPLETADA,Tarjeta,PEN,1100.0,110.0,178.2,1168.2
10704,65,4,11,2024-07-26,COMPLETADA,Transferencia,PEN,3200.0,0.0,576.0,3776.0
10655,19,3,9,2024-07-27,PENDIENTE,Transferencia,PEN,9600.0,1440.0,1468.8,9628.8
10147,43,1,2,2024-07-27,COMPLETADA,Tarjeta,PEN,1800.0,180.0,291.6,1911.6
10807,75,4,1,2024-07-27,COMPLETADA,Efectivo,PEN,3500.0,0.0,630.0,4130.0
10681,52,2,4,2024-07-29,COMPLETADA,Tarjeta,PEN,4200.0,210.0,718.2,4708.2
10182,36,1,2,2024-07-29,COMPLETADA,Transferencia,PEN,1800.0,90.0,307.8,2017.8
10448,5,4,11,2024-07-29,COMPLETADA,Tarjeta,PEN,420.0,63.0,64.26,421.26
10802,24,1,2,2024-07-30,COMPLETADA,Tarjeta,PEN,7700.0,630.0,1272.6,8342.6
10765,21,1,2,2024-07-30,COMPLETADA,Tarjeta,PEN,550.0,27.5,94.05,616.55
10223,58,3,8,2024-07-31,COMPLETADA,Tarjeta,PEN,4400.0,660.0,673.2,4413.2
10697,57,4,1,2024-08-02,COMPLETADA,Transferencia,PEN,420.0,21.0,71.82,470.82
10476,74,3,7,2024-08-03,COMPLETADA,Tarjeta,PEN,3500.0,175.0,598.5,3923.5
10864,54,4,11,2024-08-03,COMPLETADA,Efectivo,PEN,2680.0,330.0,423.0,2773.0
10334,76,2,10,2024-08-03,COMPLETADA,Tarjeta,PEN,3900.0,585.0,596.7,3911.7
10333,20,2,5,2024-08-04,COMPLETADA,Tarjeta,PEN,5600.0,560.0,907.2,5947.2
10320,53,5,3,2024-08-04,COMPLETADA,Transferencia,PEN,5800.0,870.0,887.4,5817.4
10326,5,5,12,2024-08-05,COMPLETADA,Efectivo,PEN,2880.0,192.0,483.84,3171.84
10200,62,1,2,2024-08-06,COMPLETADA,Efectivo,PEN,4800.0,480.0,777.6,5097.6
10123,26,5,12,2024-08-07,PENDIENTE,Yape/Plin,PEN,3900.0,0.0,702.0,4602.0
10638,58,1,2,2024-08-07,COMPLETADA,Efectivo,PEN,8400.0,420.0,1436.4,9416.4
10263,29,2,5,2024-08-07,COMPLETADA,Efectivo,PEN,420.0,0.0,75.6,495.6
10053,56,4,1,2024-08-08,COMPLETADA,Efectivo,PEN,550.0,27.5,94.05,616.55
10532,57,4,11,2024-08-08,COMPLETADA,Efectivo,PEN,6880.0,960.0,1065.6,6985.6
10394,67,1,2,2024-08-09,COMPLETADA,Efectivo,PEN,4200.0,630.0,642.6,4212.6
10511,17,3,8,2024-08-11,COMPLETADA,Tarjeta,PEN,2200.0,220.0,356.4,2336.4
10318,18,4,11,2024-08-13,PENDIENTE,Transferencia,PEN,7200.0,0.0,1296.0,8496.0
10177,58,3,8,2024-08-14,COMPLETADA,Transferencia,PEN,420.0,21.0,71.82,470.82
10239,73,1,2,2024-08-14,COMPLETADA,Tarjeta,PEN,2400.0,0.0,432.0,2832.0
10144,53,3,8,2024-08-14,COMPLETADA,Transferencia,PEN,11600.0,1000.0,1908.0,12508.0
10346,48,1,2,2024-08-15,COMPLETADA,Efectivo,PEN,6400.0,630.0,1038.6,6808.6
10793,44,4,11,2024-08-15,COMPLETADA,Efectivo,PEN,3300.0,220.0,554.4,3634.4
10140,1,1,2,2024-08-16,COMPLETADA,Efectivo,PEN,1800.0,90.0,307.8,2017.8
10624,63,3,8,2024-08-17,COMPLETADA,Tarjeta,PEN,10600.0,1260.0,1681.2,11021.2
10587,3,1,2,2024-08-17,ANULADA,Efectivo,PEN,480.0,72.0,73.44,481.44
10856,65,3,8,2024-08-17,COMPLETADA,Yape/Plin,PEN,3200.0,0.0,576.0,3776.0
10416,20,3,8,2024-08-18,COMPLETADA,Tarjeta,PEN,6000.0,720.0,950.4,6230.4
10305,48,5,3,2024-08-18,COMPLETADA,Transferencia,PEN,1440.0,0.0,259.2,1699.2
10881,22,1,2,2024-08-19,COMPLETADA,Yape/Plin,PEN,8820.0,0.0,1587.6,10407.6
10668,55,1,2,2024-08-19,COMPLETADA,Yape/Plin,PEN,550.0,55.0,89.1,584.1
10814,50,1,2,2024-08-19,COMPLETADA,Tarjeta,PEN,2200.0,330.0,336.6,2206.6
